intervention_id,order_id,merchant_id,intervention_type,action_owner,initiated_by,confidence_score,outcome,executed_at,completed_at
INT01225,ORD012981,M023,merchant_confirmation,merchant,merchant,0.8257,successful_delivery,2025-11-06 02:53:13,2025-11-07 15:53:13
INT01226,ORD020537,M055,merchant_confirmation,merchant,system,0.8768,rto,2025-10-21 12:34:55,2025-10-23 21:34:55
INT01227,ORD021269,M080,cod_to_prepaid,merchant,merchant,0.6732,rto,2025-12-17 20:14:23,2025-12-18 07:14:23
INT01228,ORD048625,M027,masked_calling,delhivery,system,0.9957,rto,2025-10-11 20:54:04,2025-10-12 07:54:04
INT01229,ORD025402,M011,cod_to_prepaid,merchant,system,0.6255,successful_delivery,2026-02-23 07:13:16,2026-02-23 08:13:16
INT01230,ORD012047,M074,verification,delhivery,system,0.5702,pending,2026-01-15 16:25:46,
INT01231,ORD020333,M081,premium_courier,delhivery,system,0.5003,rto,2025-10-18 13:34:15,2025-10-21 12:34:15
INT01232,ORD013481,M110,verification,delhivery,system,0.8295,pending,2025-10-16 11:36:29,
INT01233,ORD041208,M115,cod_to_prepaid_outreach,delhivery,system,0.7807,successful_delivery,2025-10-21 09:49:56,2025-10-22 00:49:56
INT01234,ORD047831,M055,cod_to_prepaid,merchant,system,0.8330,pending,2025-11-09 22:11:58,
INT01235,ORD016773,M093,merchant_confirmation,merchant,merchant,0.6139,pending,2025-10-16 13:55:40,
INT01236,ORD021312,M026,verification,delhivery,system,0.4788,successful_delivery,2025-12-14 07:58:15,2025-12-15 09:58:15
INT01237,ORD013809,M002,premium_courier,delhivery,system,0.6620,successful_delivery,2026-03-09 18:52:14,2026-03-12 10:52:14
INT01238,ORD017573,M114,premium_courier,delhivery,system,1.0000,rto,2025-10-29 12:58:02,2025-10-30 20:58:02
INT01239,ORD037072,M043,cod_to_prepaid,merchant,merchant,0.6335,pending,2026-01-21 18:46:53,
INT01240,ORD029221,M009,verification,delhivery,system,0.7611,rto,2026-02-05 03:39:16,2026-02-08 01:39:16
INT01241,ORD002217,M114,cod_to_prepaid_outreach,delhivery,system,0.4972,rto,2025-10-09 23:46:24,2025-10-11 02:46:24
INT01242,ORD044160,M050,cod_to_prepaid,merchant,merchant,1.0000,pending,2026-02-15 08:55:34,
INT01243,ORD034470,M067,premium_courier,delhivery,system,0.7666,rto,2026-02-23 20:09:53,2026-02-24 16:09:53
INT01244,ORD005620,M103,merchant_confirmation,merchant,system,0.5520,rto,2025-10-20 11:58:17,2025-10-20 20:58:17
INT01245,ORD022618,M052,premium_courier,delhivery,system,0.7621,successful_delivery,2025-12-04 22:26:35,2025-12-06 21:26:35
INT01246,ORD015629,M091,merchant_confirmation,merchant,system,0.6106,successful_delivery,2026-01-17 17:02:31,2026-01-18 18:02:31
INT01247,ORD043091,M093,cod_to_prepaid,merchant,system,0.6119,pending,2025-10-23 22:04:15,
INT01248,ORD024762,M017,premium_courier,delhivery,system,0.6446,rto,2026-03-29 07:24:49,2026-03-29 17:24:49
INT01249,ORD035926,M071,cod_to_prepaid,merchant,merchant,0.6395,successful_delivery,2025-10-09 06:05:45,2025-10-10 06:05:45
INT01250,ORD019788,M061,cod_to_prepaid,merchant,merchant,0.5697,successful_delivery,2026-01-01 11:57:12,2026-01-01 15:57:12
INT01251,ORD019576,M003,merchant_confirmation,merchant,merchant,0.6668,successful_delivery,2025-12-05 19:37:04,2025-12-08 08:37:04
INT01252,ORD032805,M068,verification,delhivery,system,0.6838,pending,2026-01-01 15:41:21,
INT01253,ORD029478,M087,verification,delhivery,system,0.6671,successful_delivery,2026-02-13 07:59:09,2026-02-14 17:59:09
INT01254,ORD034814,M087,merchant_confirmation,merchant,merchant,0.8308,rto,2026-03-13 22:58:32,2026-03-16 08:58:32
INT01255,ORD021528,M041,merchant_confirmation,merchant,merchant,0.9351,successful_delivery,2025-10-06 06:46:36,2025-10-08 08:46:36
INT01256,ORD021279,M054,express_upgrade,delhivery,system,0.8817,successful_delivery,2025-11-10 08:03:24,2025-11-10 09:03:24
INT01257,ORD011852,M014,auto_cancel,delhivery,system,0.6182,rto,2026-02-15 08:33:21,2026-02-15 15:33:21
INT01258,ORD041091,M009,merchant_confirmation,merchant,system,0.8949,rto,2025-10-18 07:29:03,2025-10-19 08:29:03
INT01259,ORD001799,M074,cod_to_prepaid,merchant,system,0.6174,pending,2025-11-23 15:47:05,
INT01260,ORD032810,M036,express_upgrade,delhivery,system,0.8851,successful_delivery,2026-03-12 21:47:26,2026-03-15 07:47:26
INT01261,ORD029095,M074,cod_to_prepaid,merchant,merchant,0.9018,successful_delivery,2025-10-14 07:53:38,2025-10-14 18:53:38
INT01262,ORD029217,M098,premium_courier,delhivery,system,0.4574,successful_delivery,2026-01-14 10:14:51,2026-01-16 19:14:51
INT01263,ORD021265,M067,merchant_confirmation,merchant,merchant,0.8909,successful_delivery,2026-03-05 17:40:43,2026-03-07 10:40:43
INT01264,ORD015141,M045,masked_calling,delhivery,system,0.5504,rto,2026-03-19 19:46:22,2026-03-22 02:46:22
INT01265,ORD020524,M046,cod_to_prepaid,merchant,system,0.7976,rto,2026-03-26 22:47:34,2026-03-29 17:47:34
INT01266,ORD010044,M110,merchant_confirmation,merchant,system,0.5253,successful_delivery,2025-12-26 20:52:49,2025-12-29 10:52:49
INT01267,ORD007654,M051,cod_to_prepaid_outreach,delhivery,system,0.8789,rto,2025-12-29 14:43:34,2025-12-31 15:43:34
INT01268,ORD005064,M095,verification,delhivery,system,0.6282,successful_delivery,2026-01-21 11:53:21,2026-01-23 14:53:21
INT01269,ORD002621,M037,premium_courier,delhivery,system,0.8287,successful_delivery,2025-10-31 19:57:16,2025-11-03 19:57:16
INT01270,ORD026873,M039,premium_courier,delhivery,system,0.5612,successful_delivery,2025-10-10 11:52:05,2025-10-13 01:52:05
INT01271,ORD023361,M031,merchant_confirmation,merchant,system,0.7255,pending,2025-12-11 08:18:24,
INT01272,ORD032170,M037,premium_courier,delhivery,system,0.8282,rto,2026-01-15 17:41:29,2026-01-17 23:41:29
INT01273,ORD009041,M022,merchant_confirmation,merchant,system,0.5472,successful_delivery,2025-11-04 14:09:45,2025-11-06 22:09:45
INT01274,ORD033168,M059,verification,delhivery,system,0.9895,rto,2026-02-18 23:23:19,2026-02-19 11:23:19
INT01275,ORD035739,M040,premium_courier,delhivery,system,0.6554,pending,2026-01-31 10:51:45,
INT01276,ORD026781,M094,address_enrichment_outreach,delhivery,system,0.8998,successful_delivery,2026-01-21 19:48:36,2026-01-22 17:48:36
INT01277,ORD044144,M073,verification,delhivery,system,0.7662,rto,2026-01-03 20:05:32,2026-01-04 13:05:32
INT01278,ORD030869,M009,cod_to_prepaid_outreach,delhivery,system,0.7296,rto,2026-01-28 07:59:04,2026-01-30 10:59:04
INT01279,ORD048396,M053,merchant_confirmation,merchant,merchant,0.6334,rto,2025-12-04 12:51:48,2025-12-04 18:51:48
INT01280,ORD016385,M032,verification,delhivery,system,0.6553,successful_delivery,2025-12-26 06:13:55,2025-12-28 11:13:55
INT01281,ORD037153,M068,masked_calling,delhivery,system,0.5744,successful_delivery,2025-12-22 23:20:18,2025-12-23 05:20:18
INT01282,ORD017159,M061,cod_to_prepaid,merchant,system,0.5137,rto,2026-03-09 13:14:49,2026-03-10 18:14:49
INT01283,ORD024189,M015,verification,delhivery,system,0.8230,successful_delivery,2025-11-26 16:48:09,2025-11-28 12:48:09
INT01284,ORD014677,M096,verification,delhivery,system,0.8167,pending,2026-01-28 18:07:58,
INT01285,ORD038573,M004,verification,delhivery,system,0.5462,successful_delivery,2026-03-02 12:19:53,2026-03-05 04:19:53
INT01286,ORD017657,M117,masked_calling,delhivery,system,0.4592,successful_delivery,2025-10-18 11:52:52,2025-10-19 23:52:52
INT01287,ORD032121,M073,merchant_confirmation,merchant,merchant,0.6448,successful_delivery,2025-11-05 19:04:34,2025-11-06 17:04:34
INT01288,ORD017715,M039,cod_to_prepaid,merchant,system,0.8261,successful_delivery,2025-10-31 18:00:09,2025-11-02 02:00:09
INT01289,ORD010608,M044,merchant_confirmation,merchant,system,0.8251,pending,2025-11-23 13:14:28,
INT01290,ORD048148,M018,merchant_confirmation,merchant,merchant,0.7276,pending,2026-01-20 20:33:19,
INT01291,ORD042711,M077,verification,delhivery,system,0.8186,successful_delivery,2026-02-21 15:37:09,2026-02-22 00:37:09
INT01292,ORD038634,M068,merchant_confirmation,merchant,merchant,0.7324,rto,2026-02-08 20:28:13,2026-02-11 13:28:13
INT01293,ORD019744,M076,verification,delhivery,system,0.7332,pending,2026-03-24 09:52:09,
INT01294,ORD040147,M018,verification,delhivery,system,0.5768,rto,2026-02-20 20:15:59,2026-02-21 13:15:59
INT01295,ORD037594,M049,premium_courier,delhivery,system,0.7380,pending,2026-03-25 22:35:45,
INT01296,ORD038439,M082,cod_to_prepaid,merchant,system,0.8030,successful_delivery,2025-11-09 10:35:26,2025-11-12 07:35:26
INT01297,ORD047317,M117,premium_courier,delhivery,system,0.6083,pending,2025-11-27 08:04:39,
INT01298,ORD012302,M038,cod_to_prepaid,merchant,system,0.6356,successful_delivery,2025-10-07 09:32:28,2025-10-08 09:32:28
INT01299,ORD044618,M037,cod_to_prepaid_outreach,delhivery,system,0.5410,rto,2026-03-14 13:11:47,2026-03-17 08:11:47
INT01300,ORD035223,M027,verification,delhivery,system,0.6277,pending,2025-11-13 16:42:56,
INT01301,ORD042528,M022,address_enrichment_outreach,delhivery,system,0.6514,rto,2025-10-02 19:35:10,2025-10-02 23:35:10
INT01302,ORD033919,M011,verification,delhivery,system,0.6025,pending,2026-01-13 11:12:52,
INT01303,ORD020862,M025,cod_to_prepaid,merchant,system,0.8815,successful_delivery,2026-01-15 00:51:42,2026-01-17 00:51:42
INT01304,ORD049005,M114,verification,delhivery,system,0.6452,rto,2026-01-12 01:04:02,2026-01-12 15:04:02
INT01305,ORD024389,M079,merchant_confirmation,merchant,system,0.7700,pending,2026-02-28 11:13:29,
INT01306,ORD018401,M029,cod_to_prepaid,merchant,merchant,0.6134,pending,2025-11-05 07:25:13,
INT01307,ORD031172,M090,verification,delhivery,system,0.7879,pending,2025-11-24 12:14:43,
INT01308,ORD030178,M009,cod_to_prepaid,merchant,merchant,0.6966,rto,2025-11-10 21:26:00,2025-11-11 05:26:00
INT01309,ORD012197,M106,cod_to_prepaid,merchant,system,0.7509,successful_delivery,2025-10-17 19:05:51,2025-10-20 04:05:51
INT01310,ORD013142,M111,cod_to_prepaid_outreach,delhivery,system,0.7683,rto,2026-03-17 17:43:01,2026-03-19 13:43:01
INT01311,ORD039776,M057,premium_courier,delhivery,system,0.7052,successful_delivery,2026-03-09 13:26:28,2026-03-12 03:26:28
INT01312,ORD047607,M113,auto_cancel,delhivery,system,0.4497,successful_delivery,2026-03-14 05:51:21,2026-03-16 11:51:21
INT01313,ORD014203,M046,merchant_confirmation,merchant,merchant,0.6902,successful_delivery,2025-12-29 22:01:09,2025-12-30 21:01:09
INT01314,ORD022540,M032,premium_courier,delhivery,system,0.8900,pending,2025-10-07 23:52:52,
INT01315,ORD023094,M115,address_enrichment_outreach,delhivery,system,0.5739,successful_delivery,2026-01-31 08:33:43,2026-01-31 12:33:43
INT01316,ORD010606,M112,merchant_confirmation,merchant,system,0.9110,pending,2026-01-01 11:57:37,
INT01317,ORD012812,M032,premium_courier,delhivery,system,1.0000,successful_delivery,2025-12-26 19:31:25,2025-12-27 10:31:25
INT01318,ORD040301,M113,verification,delhivery,system,0.6990,rto,2025-12-26 22:14:33,2025-12-27 05:14:33
INT01319,ORD045060,M091,merchant_confirmation,merchant,system,0.6534,pending,2026-02-28 10:43:54,
INT01320,ORD010556,M042,address_enrichment_outreach,delhivery,system,0.9017,successful_delivery,2026-01-17 19:30:17,2026-01-19 18:30:17
INT01321,ORD040839,M011,premium_courier,delhivery,system,0.8705,successful_delivery,2025-12-22 10:14:28,2025-12-22 14:14:28
INT01322,ORD017465,M049,merchant_confirmation,merchant,merchant,0.6949,rto,2025-10-18 11:27:38,2025-10-21 03:27:38
INT01323,ORD025626,M052,verification,delhivery,system,0.6571,rto,2026-02-24 09:59:28,2026-02-25 05:59:28
INT01324,ORD031285,M119,cod_to_prepaid,merchant,system,0.4240,successful_delivery,2025-12-17 18:11:29,2025-12-20 17:11:29
INT01325,ORD045676,M059,premium_courier,delhivery,system,0.7890,successful_delivery,2025-12-09 17:20:28,2025-12-12 13:20:28
INT01326,ORD007549,M027,auto_cancel,delhivery,system,0.7161,pending,2025-12-18 19:01:08,
INT01327,ORD020037,M103,masked_calling,delhivery,system,0.7862,successful_delivery,2026-01-20 21:14:22,2026-01-22 11:14:22
INT01328,ORD012163,M092,merchant_confirmation,merchant,system,0.9496,successful_delivery,2025-12-11 16:09:12,2025-12-12 19:09:12
INT01329,ORD048076,M046,masked_calling,delhivery,system,0.8102,successful_delivery,2025-10-07 07:40:15,2025-10-09 21:40:15
INT01330,ORD013695,M107,merchant_confirmation,merchant,merchant,0.6647,rto,2026-03-11 14:51:06,2026-03-13 01:51:06
INT01331,ORD043857,M101,express_upgrade,delhivery,system,0.7609,successful_delivery,2025-11-23 22:23:46,2025-11-25 03:23:46
INT01332,ORD007042,M017,merchant_confirmation,merchant,merchant,0.8052,pending,2025-11-22 15:05:37,
INT01333,ORD039670,M005,verification,delhivery,system,0.9133,pending,2026-01-29 10:44:51,
INT01334,ORD024387,M050,cod_to_prepaid,merchant,system,0.8276,successful_delivery,2025-12-18 12:11:50,2025-12-19 20:11:50
INT01335,ORD009083,M113,cod_to_prepaid,merchant,merchant,0.5690,rto,2026-01-21 15:41:37,2026-01-23 22:41:37
INT01336,ORD048092,M103,merchant_confirmation,merchant,merchant,0.8784,successful_delivery,2025-12-30 21:20:48,2025-12-31 21:20:48
INT01337,ORD045376,M041,address_enrichment_outreach,delhivery,system,0.6026,successful_delivery,2025-11-10 14:09:31,2025-11-12 07:09:31
INT01338,ORD006293,M045,verification,delhivery,system,0.7111,rto,2026-02-17 11:43:46,2026-02-18 16:43:46
INT01339,ORD003003,M048,premium_courier,delhivery,system,0.7204,rto,2025-10-20 16:31:25,2025-10-22 02:31:25
INT01340,ORD013386,M060,address_enrichment_outreach,delhivery,system,0.5750,rto,2026-01-24 13:55:23,2026-01-24 15:55:23
INT01341,ORD030890,M048,verification,delhivery,system,0.8438,successful_delivery,2025-10-15 12:17:52,2025-10-16 14:17:52
INT01342,ORD008999,M097,merchant_confirmation,merchant,system,0.7421,successful_delivery,2026-01-08 18:36:15,2026-01-11 07:36:15
INT01343,ORD028594,M094,merchant_confirmation,merchant,system,0.6710,successful_delivery,2025-12-05 22:28:54,2025-12-08 18:28:54
INT01344,ORD036910,M083,express_upgrade,delhivery,system,0.8828,pending,2025-12-29 06:23:52,
INT01345,ORD005127,M109,verification,delhivery,system,0.9233,pending,2025-11-25 04:50:25,
INT01346,ORD038703,M088,merchant_confirmation,merchant,system,0.6850,successful_delivery,2025-12-20 12:30:10,2025-12-22 09:30:10
INT01347,ORD032657,M112,merchant_confirmation,merchant,system,0.6553,rto,2025-11-30 10:47:57,2025-12-02 22:47:57
INT01348,ORD003830,M052,merchant_confirmation,merchant,merchant,0.8359,successful_delivery,2025-11-16 21:21:36,2025-11-19 16:21:36
INT01349,ORD001414,M079,masked_calling,delhivery,system,0.7426,pending,2025-11-28 17:32:09,
INT01350,ORD046716,M047,merchant_confirmation,merchant,merchant,0.7356,pending,2025-10-20 15:41:17,
INT01351,ORD011497,M083,verification,delhivery,system,0.7228,successful_delivery,2026-02-18 08:20:20,2026-02-19 09:20:20
INT01352,ORD024105,M120,cod_to_prepaid,merchant,merchant,0.9996,pending,2025-12-14 10:46:05,
INT01353,ORD023221,M053,merchant_confirmation,merchant,system,0.5359,pending,2025-10-30 15:52:45,
INT01354,ORD025371,M098,merchant_confirmation,merchant,merchant,0.8206,rto,2025-11-13 01:00:38,2025-11-16 00:00:38
INT01355,ORD021963,M088,merchant_confirmation,merchant,system,0.5709,rto,2025-11-08 03:45:56,2025-11-09 21:45:56
INT01356,ORD032174,M040,verification,delhivery,system,0.7428,pending,2026-03-15 19:26:58,
INT01357,ORD007400,M116,verification,delhivery,system,0.6638,pending,2025-10-22 07:08:11,
INT01358,ORD015613,M101,merchant_confirmation,merchant,merchant,0.6375,successful_delivery,2026-02-02 10:02:18,2026-02-04 02:02:18
INT01359,ORD001532,M079,masked_calling,delhivery,system,0.6242,successful_delivery,2025-12-12 03:02:20,2025-12-13 20:02:20
INT01360,ORD046087,M050,premium_courier,delhivery,system,0.6993,rto,2025-10-22 17:29:08,2025-10-24 07:29:08
INT01361,ORD032382,M080,verification,delhivery,system,0.4323,rto,2026-01-24 19:14:59,2026-01-26 01:14:59
INT01362,ORD018841,M018,verification,delhivery,system,0.6954,successful_delivery,2025-12-07 08:01:59,2025-12-08 12:01:59
INT01363,ORD038519,M012,masked_calling,delhivery,system,0.7390,pending,2025-11-26 09:45:17,
INT01364,ORD040320,M014,premium_courier,delhivery,system,0.6764,successful_delivery,2025-10-29 17:58:55,2025-11-01 01:58:55
INT01365,ORD003764,M010,cod_to_prepaid_outreach,delhivery,system,0.7045,successful_delivery,2026-02-28 21:42:27,2026-03-01 04:42:27
INT01366,ORD049778,M058,merchant_confirmation,merchant,system,0.6891,successful_delivery,2026-02-08 21:40:10,2026-02-11 07:40:10
INT01367,ORD036632,M001,address_enrichment_outreach,delhivery,system,0.6828,pending,2025-10-06 18:52:07,
INT01368,ORD009080,M094,verification,delhivery,system,0.4752,successful_delivery,2025-12-27 06:11:13,2025-12-30 03:11:13
INT01369,ORD022273,M089,merchant_confirmation,merchant,system,0.7845,successful_delivery,2025-12-30 03:03:43,2025-12-31 05:03:43
INT01370,ORD046450,M003,cod_to_prepaid,merchant,system,0.7770,rto,2025-11-05 14:54:17,2025-11-05 17:54:17
INT01371,ORD018569,M115,merchant_confirmation,merchant,system,0.7341,successful_delivery,2026-02-05 12:14:17,2026-02-07 15:14:17
INT01372,ORD011595,M028,cod_to_prepaid,merchant,system,0.6906,pending,2026-03-24 12:10:15,
INT01373,ORD048443,M082,verification,delhivery,system,0.5728,pending,2026-02-17 22:51:05,
INT01374,ORD040942,M084,merchant_confirmation,merchant,system,0.6578,successful_delivery,2025-11-28 04:43:24,2025-11-30 16:43:24
INT01375,ORD039174,M032,premium_courier,delhivery,system,0.3055,successful_delivery,2026-01-08 11:19:17,2026-01-09 16:19:17
INT01376,ORD047772,M065,cod_to_prepaid,merchant,system,0.7295,rto,2026-01-23 00:57:11,2026-01-23 23:57:11
INT01377,ORD041872,M037,merchant_confirmation,merchant,merchant,0.7842,rto,2026-02-06 13:40:50,2026-02-08 22:40:50
INT01378,ORD028341,M016,cod_to_prepaid,merchant,system,0.8462,pending,2026-01-29 17:20:05,
INT01379,ORD023571,M067,merchant_confirmation,merchant,merchant,0.8022,pending,2025-10-25 16:03:31,
INT01380,ORD023581,M024,express_upgrade,delhivery,system,0.6764,pending,2025-10-14 11:39:33,
INT01381,ORD016013,M020,cod_to_prepaid,merchant,merchant,0.5454,successful_delivery,2025-10-03 00:26:30,2025-10-04 15:26:30
INT01382,ORD024092,M019,verification,delhivery,system,1.0000,successful_delivery,2026-03-03 20:53:03,2026-03-06 03:53:03
INT01383,ORD002578,M070,premium_courier,delhivery,system,0.6826,rto,2026-01-20 20:36:17,2026-01-22 08:36:17
INT01384,ORD045396,M001,cod_to_prepaid,merchant,system,0.6769,successful_delivery,2025-12-25 09:46:50,2025-12-25 11:46:50
INT01385,ORD017749,M086,verification,delhivery,system,1.0000,successful_delivery,2026-02-19 14:53:21,2026-02-19 16:53:21
INT01386,ORD044346,M097,verification,delhivery,system,0.5955,successful_delivery,2026-03-13 02:14:16,2026-03-15 11:14:16
INT01387,ORD038830,M057,merchant_confirmation,merchant,merchant,0.6727,pending,2026-02-01 19:49:04,
INT01388,ORD033360,M088,cod_to_prepaid,merchant,system,0.7234,successful_delivery,2025-10-30 11:23:00,2025-10-31 12:23:00
INT01389,ORD001684,M038,cod_to_prepaid,merchant,system,0.9387,rto,2025-12-20 12:47:17,2025-12-20 16:47:17
INT01390,ORD010979,M020,premium_courier,delhivery,system,0.8559,pending,2025-12-20 11:02:36,
INT01391,ORD029183,M056,verification,delhivery,system,0.6506,successful_delivery,2026-03-07 15:03:12,2026-03-10 05:03:12
INT01392,ORD031413,M016,merchant_confirmation,merchant,system,0.6212,successful_delivery,2025-11-21 08:03:03,2025-11-22 14:03:03
INT01393,ORD021338,M097,verification,delhivery,system,0.7471,pending,2026-01-24 15:57:41,
INT01394,ORD014302,M045,premium_courier,delhivery,system,0.8539,rto,2025-12-05 15:53:40,2025-12-07 01:53:40
INT01395,ORD018722,M049,cod_to_prepaid,merchant,system,0.7510,successful_delivery,2025-10-18 09:08:39,2025-10-18 11:08:39
INT01396,ORD039168,M064,premium_courier,delhivery,system,0.5707,successful_delivery,2026-02-24 20:18:15,2026-02-26 09:18:15
INT01397,ORD001772,M101,merchant_confirmation,merchant,system,0.5102,pending,2025-11-13 14:49:23,
INT01398,ORD022933,M003,verification,delhivery,system,0.6681,successful_delivery,2025-12-20 18:31:28,2025-12-22 17:31:28
INT01399,ORD034874,M015,premium_courier,delhivery,system,0.5586,rto,2025-11-11 04:13:29,2025-11-13 12:13:29
INT01400,ORD026565,M056,premium_courier,delhivery,system,0.8593,successful_delivery,2025-10-07 13:39:54,2025-10-08 04:39:54
INT01401,ORD049949,M056,address_enrichment_outreach,delhivery,system,0.8433,successful_delivery,2026-02-03 05:53:03,2026-02-04 07:53:03
INT01402,ORD021798,M048,verification,delhivery,system,0.5720,rto,2025-10-15 23:52:59,2025-10-17 00:52:59
INT01403,ORD007528,M019,cod_to_prepaid,merchant,merchant,0.5642,pending,2025-12-14 10:02:07,
INT01404,ORD014339,M012,verification,delhivery,system,0.8933,successful_delivery,2026-03-09 13:17:34,2026-03-10 19:17:34
INT01405,ORD027925,M058,cod_to_prepaid,merchant,merchant,1.0000,successful_delivery,2026-02-17 19:07:20,2026-02-19 23:07:20
INT01406,ORD046192,M015,merchant_confirmation,merchant,system,1.0000,rto,2025-10-30 21:37:39,2025-10-31 02:37:39
INT01407,ORD027848,M057,cod_to_prepaid_outreach,delhivery,system,0.6897,successful_delivery,2025-11-09 13:36:07,2025-11-10 04:36:07
INT01408,ORD019934,M035,cod_to_prepaid,merchant,system,0.7747,rto,2025-12-07 14:20:04,2025-12-08 15:20:04
INT01409,ORD007581,M031,merchant_confirmation,merchant,system,0.9683,rto,2025-11-20 13:57:05,2025-11-21 20:57:05
INT01410,ORD047018,M005,premium_courier,delhivery,system,0.9032,successful_delivery,2025-12-02 16:12:35,2025-12-02 18:12:35
INT01411,ORD034184,M064,cod_to_prepaid_outreach,delhivery,system,0.5392,successful_delivery,2025-11-27 21:26:43,2025-11-29 16:26:43
INT01412,ORD037008,M084,premium_courier,delhivery,system,0.8169,successful_delivery,2026-03-14 20:47:29,2026-03-17 03:47:29
INT01413,ORD003516,M061,express_upgrade,delhivery,system,0.6551,successful_delivery,2025-12-09 14:44:40,2025-12-11 07:44:40
INT01414,ORD031201,M016,address_enrichment_outreach,delhivery,system,0.6226,successful_delivery,2026-01-31 18:11:17,2026-02-01 16:11:17
INT01415,ORD005974,M007,verification,delhivery,system,0.8599,successful_delivery,2026-02-28 15:06:08,2026-03-01 01:06:08
INT01416,ORD044056,M057,verification,delhivery,system,0.8343,successful_delivery,2026-02-04 21:01:02,2026-02-06 04:01:02
INT01417,ORD044538,M024,verification,delhivery,system,0.7419,successful_delivery,2026-03-18 12:09:34,2026-03-18 16:09:34
INT01418,ORD036067,M091,merchant_confirmation,merchant,merchant,0.7735,successful_delivery,2025-11-11 10:46:24,2025-11-12 22:46:24
INT01419,ORD042583,M031,merchant_confirmation,merchant,system,0.6147,pending,2025-12-01 09:06:30,
INT01420,ORD019353,M052,verification,delhivery,system,0.5638,pending,2026-02-21 10:38:21,
INT01421,ORD007827,M095,merchant_confirmation,merchant,system,0.6510,successful_delivery,2025-10-08 08:28:50,2025-10-10 12:28:50
INT01422,ORD020575,M095,cod_to_prepaid,merchant,merchant,0.6801,pending,2026-03-27 14:27:27,
INT01423,ORD012500,M079,premium_courier,delhivery,system,0.8349,pending,2025-11-11 17:10:23,
INT01424,ORD039738,M119,cod_to_prepaid,merchant,system,0.7479,rto,2025-10-11 08:46:35,2025-10-14 07:46:35
INT01425,ORD039473,M009,merchant_confirmation,merchant,system,0.6777,pending,2026-03-08 06:52:18,
INT01426,ORD018326,M039,cod_to_prepaid_outreach,delhivery,system,0.8316,pending,2025-10-04 13:05:05,
INT01427,ORD036000,M096,merchant_confirmation,merchant,merchant,0.8986,rto,2026-03-26 18:39:21,2026-03-28 21:39:21
INT01428,ORD002385,M068,verification,delhivery,system,0.7725,pending,2026-03-05 17:08:51,
INT01429,ORD044119,M034,premium_courier,delhivery,system,0.9339,successful_delivery,2025-10-08 22:29:15,2025-10-08 23:29:15
INT01430,ORD048833,M047,premium_courier,delhivery,system,0.7850,rto,2026-03-11 23:46:13,2026-03-12 10:46:13
INT01431,ORD032662,M071,cod_to_prepaid,merchant,merchant,0.5371,rto,2026-03-30 16:37:10,2026-03-31 00:37:10
INT01432,ORD047531,M041,verification,delhivery,system,0.7597,rto,2026-01-12 13:24:32,2026-01-15 01:24:32
INT01433,ORD035054,M113,cod_to_prepaid,merchant,merchant,0.7658,rto,2025-11-12 13:07:28,2025-11-14 00:07:28
INT01434,ORD010798,M114,verification,delhivery,system,0.6195,pending,2026-03-06 07:02:14,
INT01435,ORD037512,M025,merchant_confirmation,merchant,merchant,0.7880,rto,2026-03-17 21:04:07,2026-03-20 01:04:07
INT01436,ORD018769,M061,cod_to_prepaid,merchant,merchant,0.7640,successful_delivery,2026-03-08 10:29:15,2026-03-09 18:29:15
INT01437,ORD030617,M043,premium_courier,delhivery,system,0.9699,successful_delivery,2025-11-18 00:10:35,2025-11-19 14:10:35
INT01438,ORD012012,M041,masked_calling,delhivery,system,0.8869,successful_delivery,2026-01-08 20:45:01,2026-01-10 23:45:01
INT01439,ORD008850,M088,premium_courier,delhivery,system,0.3286,rto,2026-03-28 10:58:57,2026-03-30 01:58:57
INT01440,ORD020350,M113,verification,delhivery,system,0.9040,pending,2026-01-08 06:16:45,
INT01441,ORD031503,M022,premium_courier,delhivery,system,0.7532,successful_delivery,2026-01-31 00:35:59,2026-01-31 05:35:59
INT01442,ORD013709,M117,verification,delhivery,system,1.0000,successful_delivery,2025-12-18 18:02:19,2025-12-20 20:02:19
INT01443,ORD038883,M027,premium_courier,delhivery,system,0.8854,successful_delivery,2025-10-16 16:58:39,2025-10-17 11:58:39
INT01444,ORD012313,M101,verification,delhivery,system,0.5268,pending,2025-12-10 15:40:42,
INT01445,ORD028687,M006,express_upgrade,delhivery,system,0.7236,pending,2026-01-20 00:31:46,
INT01446,ORD039516,M026,verification,delhivery,system,0.7433,successful_delivery,2025-12-14 19:13:50,2025-12-16 05:13:50
INT01447,ORD011555,M074,verification,delhivery,system,0.7701,successful_delivery,2025-10-05 23:32:06,2025-10-06 09:32:06
INT01448,ORD034820,M087,premium_courier,delhivery,system,0.8146,rto,2026-03-10 11:02:00,2026-03-10 14:02:00
INT01449,ORD014429,M083,address_enrichment_outreach,delhivery,system,0.6664,successful_delivery,2026-02-04 05:59:17,2026-02-06 14:59:17
INT01450,ORD020179,M090,premium_courier,delhivery,system,0.8833,successful_delivery,2025-12-27 02:44:56,2025-12-27 10:44:56
INT01451,ORD040794,M056,merchant_confirmation,merchant,system,0.7974,pending,2025-12-14 14:54:48,
INT01452,ORD023176,M051,verification,delhivery,system,0.6558,successful_delivery,2026-01-19 17:00:28,2026-01-22 13:00:28
